"","skipmeal","sleep","food_intrus","tired","urge_restrict","restrict"
"skipmeal",0,-0.0192186252880874,0.120550303561697,0.033844750054457,-0.0237925695729973,0.263982767923691
"sleep",-0.0192186252880874,0,0.144924862559994,0.0873679200161656,-0.0401827822597369,-0.0526432843123226
"food_intrus",0.120550303561697,0.144924862559994,0,-0.0951054089783027,0.222131117872065,0.251345255946302
"tired",0.033844750054457,0.0873679200161656,-0.0951054089783027,0,0.165443918632123,0.142223827902704
"urge_restrict",-0.0237925695729973,-0.0401827822597369,0.222131117872065,0.165443918632123,0,0.401926384817549
"restrict",0.263982767923691,-0.0526432843123226,0.251345255946302,0.142223827902704,0.401926384817549,0
