"graph","type","node","measure","value"
"graph 1","PCC","saa","Strength",1.0233670099844
"graph 1","PCC","rumination","Strength",-1.25759639569536
"graph 1","PCC","eat_public","Strength",-0.829727249995443
"graph 1","PCC","restrict","Strength",1.28121999585909
"graph 1","PCC","vomit","Strength",-0.0148297680408158
"graph 1","PCC","thought_death","Strength",-0.20243359211187
"graph 1","PDC","saa","InStrength",-1.05126517206864
"graph 1","PDC","rumination","InStrength",-0.518647522133606
"graph 1","PDC","eat_public","InStrength",0.405142599091866
"graph 1","PDC","restrict","InStrength",1.33759697677224
"graph 1","PDC","vomit","InStrength",-0.996799491470577
"graph 1","PDC","thought_death","InStrength",0.823972609808721
"graph 1","PDC","saa","OutStrength",-0.184576534609728
"graph 1","PDC","rumination","OutStrength",-0.941859956405385
"graph 1","PDC","eat_public","OutStrength",0.0228413723888789
"graph 1","PDC","restrict","OutStrength",-0.0410481402635695
"graph 1","PDC","vomit","OutStrength",1.88028197903866
"graph 1","PDC","thought_death","OutStrength",-0.735638720148859
