"graph","type","node","measure","value"
"graph 1","PCC","shame","Strength",0.0322592272532288
"graph 1","PCC","feelfat","Strength",1.38088494841397
"graph 1","PCC","guilty","Strength",0.995475718389017
"graph 1","PCC","wtshdiss","Strength",-0.562468389858776
"graph 1","PCC","bodydiss","Strength",-0.722282552782765
"graph 1","PCC","ineffective","Strength",-1.12386895141468
"graph 1","PDC","shame","InStrength",1.09440780352648
"graph 1","PDC","feelfat","InStrength",0.11883252168734
"graph 1","PDC","guilty","InStrength",-0.690759468092069
"graph 1","PDC","wtshdiss","InStrength",1.17617089968124
"graph 1","PDC","bodydiss","InStrength",-0.356926209479482
"graph 1","PDC","ineffective","InStrength",-1.34172554732351
"graph 1","PDC","shame","OutStrength",-0.224264886057427
"graph 1","PDC","feelfat","OutStrength",-0.18562780501857
"graph 1","PDC","guilty","OutStrength",1.75123573211945
"graph 1","PDC","wtshdiss","OutStrength",-1.25464426677043
"graph 1","PDC","bodydiss","OutStrength",0.324434798605321
"graph 1","PDC","ineffective","OutStrength",-0.411133572878343
