"","reject","saa","urge_restrict","bodydiss","foodrules","mistakes"
"reject",0.208176254265595,0.299451752544994,-0.0326410650767734,-0.0568278199797682,0.00952560637713284,0.120091353018696
"saa",0.0536647730427945,0.000707682695052233,0.151209627556266,-0.0584670867291538,0.173297079344232,0.0162908772241841
"urge_restrict",0.286190356748237,0.153409024231189,0.312727920632791,-0.0183719830537512,-0.0325807100457302,0.358435147075438
"bodydiss",-0.0672342532514325,-0.0457467617076918,0.032778568125927,0.411442885510652,0.0604542097188104,-0.0366651608621811
"foodrules",0.134094597717701,0.131258553162606,0.0494463157085114,-0.027051671612243,0.118059594720891,0.126317885838646
"mistakes",0.180882507629999,0.0389050762380481,-0.0267231626439372,0.0650881003796087,0.182548973377921,0.334828009736692
