"graph","type","node","measure","value"
"graph 1","PCC","reject","Strength",0.0848513497935925
"graph 1","PCC","saa","Strength",0.328988646292187
"graph 1","PCC","urge_restrict","Strength",-1.04233397913594
"graph 1","PCC","bodydiss","Strength",-0.841724033451905
"graph 1","PCC","foodrules","Strength",-0.267097741495116
"graph 1","PCC","mistakes","Strength",1.73731575799719
"graph 1","PDC","reject","InStrength",1.03258630204729
"graph 1","PDC","saa","InStrength",0.779904157065726
"graph 1","PDC","urge_restrict","InStrength",-1.00264483325838
"graph 1","PDC","bodydiss","InStrength",-1.32026562327727
"graph 1","PDC","foodrules","InStrength",-0.217470004072802
"graph 1","PDC","mistakes","InStrength",0.727890001495439
"graph 1","PDC","reject","OutStrength",0.0728973751615079
"graph 1","PDC","saa","OutStrength",-0.26243184333447
"graph 1","PDC","urge_restrict","OutStrength",1.76185536260423
"graph 1","PDC","bodydiss","OutStrength",-1.33601894196187
"graph 1","PDC","foodrules","OutStrength",-0.184540967611467
"graph 1","PDC","mistakes","OutStrength",-0.0517609848579272
