"","bodycheck","skipmeal","restrict","sad","relax","sleep"
"bodycheck",0.364794973722518,0.181674199146064,0.242400178221812,-0.0840261337080232,0.123181302178463,-0.0242011618258229
"skipmeal",-0.018490194346794,0.173393730920082,0.157132501280139,-0.0724118164389253,-0.0865333679122586,0.0536469550038388
"restrict",0.0619509627958032,0.0694805935331859,0.0462777914405148,0.0811806986506418,0.0921695551254616,-0.111605038258399
"sad",-0.0282176738369937,-0.131098860407685,-0.116030017680853,0.366440303471816,-0.0490904706251703,0.0303848513680039
"relax",0.0639484544514757,-0.0152088173645255,-0.00543267870501189,0.105532420717125,0.333932145081247,0.000839952157110717
"sleep",-0.00647105311764918,-0.0103710441912594,-0.0153518991015638,-0.0121471863708078,0.00093960063616679,0.681751354318861
