"","physsens_eat","physsens","worryoverwhelm","guilty","bodycheck","heartrace"
"physsens_eat",0.604886947676953,0.37610284866887,0.115585962283254,0.143385594210758,0.280513315244657,0.065254999880923
"physsens",-0.0718477366290335,-0.113747125033547,0.00650358970544033,0.154239601255848,-0.249712182489693,-0.110533218982099
"worryoverwhelm",-0.00811474580143989,0.109105833072958,0.578124330575033,-0.0520826849189573,-0.0822875350858983,0.198621059279094
"guilty",0.130867740399486,0.209535717898872,0.0362197374398595,0.364898269869936,-0.0287895799207313,0.141862246037093
"bodycheck",0.0639272794265523,0.111727896577939,0.00974721513002826,0.104849909270403,0.370758870835161,0.0826594957665044
"heartrace",0.0275919531293198,0.00644149103251914,-0.0836141259233726,0.129360072024776,0.139273243785224,0.340541213688529
