"","fearloc","iuc","urge_restrict","feelfat","exercise","bodydiss"
"fearloc",0.236835590095278,0.0482762943276522,0.259011989964582,0.0349391842032356,0.107257448365401,0.0906266264966952
"iuc",0.264401216521915,0.0690223873763247,-0.00938619953184911,-0.164548361376971,0.114491561184472,0.00521583381219516
"urge_restrict",0.0898480602292112,0.129179840136104,0.364272494933018,0.0428694955803129,0.216476810197081,-0.0286500786200173
"feelfat",0.0909885443241951,-0.0772045856171664,0.0379231094648194,0.269483885292041,0.0502945288200611,-0.0602886100074841
"exercise",-0.0542914394934798,0.149452839243953,0.170014834636976,0.0187080772245176,0.0163525384323997,0.240450674964988
"bodydiss",-0.0967482747808106,0.0646130307421462,0.0182254788186567,0.279919662023311,0.0110010214271265,0.202565631726985
