"","skipmeal","vomit","smallportion","thought_death","restrict","foodrules"
"skipmeal",-0.0520622716374987,-0.0426781639022687,0.0621867649353445,0.0365401236446801,0.051935785162445,-0.050672638936301
"vomit",-0.222398683683628,0.147538588722525,-0.223426208778082,0.029910084789707,-0.0910521418765284,-0.205409094211636
"smallportion",0.214810102292744,-0.375574811617264,0.498380238429041,0.119829883606581,0.113844396462305,0.152141159790786
"thought_death",0.0106687753797288,0.124947325050656,0.194792845923474,0.634716533127398,0.152243412942145,0.0982630545924684
"restrict",0.395843770833981,-0.199122493621964,-0.0511051995679743,0.00370456897219542,0.141520515976934,0.297860566165367
"foodrules",0.102147280095144,0.196111305778017,-0.04738515106643,-0.0603456590990059,0.0435265051470984,0.0494008057072366
