"","highstand","reject","scared","eat_worry","feelfat","iuc"
"highstand",0,0.0331858394567744,0.00657765139175297,0.0774423119963145,0.0208620620640624,0.362178941040353
"reject",0.0331858394567744,0,-0.165420024296664,0.130168911456825,0.0347052009415864,-0.0252877726340613
"scared",0.00657765139175297,-0.165420024296664,0,0.0670367908260053,0.181960009380107,-0.0315237500147256
"eat_worry",0.0774423119963145,0.130168911456825,0.0670367908260053,0,-0.11050136823988,0.292476511689962
"feelfat",0.0208620620640624,0.0347052009415864,0.181960009380107,-0.11050136823988,0,0.18071018726601
"iuc",0.362178941040353,-0.0252877726340613,-0.0315237500147256,0.292476511689962,0.18071018726601,0
