"","highstand","tired","wtshdiss","bodydiss","mistakes","eat_public"
"highstand",0.128404196142393,-0.11629285673082,0.122554235604154,-0.25153835204167,0.129996156325466,0.190136303360837
"tired",0.102878064738925,0.0458629888211521,-0.137235148548487,0.0180109477082446,-0.0282003288785043,-0.0743591042597937
"wtshdiss",-0.0365329568364567,0.102625140491784,0.139022143156261,0.176734028620959,0.0208249117937605,-0.00452292881290047
"bodydiss",-0.109578765120939,0.0409699309633509,0.0303061711191246,0.113827631557282,-0.0245692959215166,-0.0718117634504582
"mistakes",0.183465535099802,0.0503725313786149,-0.00332767440725138,0.0240796865658769,0.52401789345031,0.197999720191726
"eat_public",0.0599707304680683,0.0171873189650706,0.0309955412666122,-0.0194825998122405,-0.0357943572409753,0.026613826346914
