"","eat_anx","ineffective","physsens","urge_restrict","worthless","ridthoughts"
"eat_anx",0,-0.121685847971921,0.198661178032544,-0.315361162792328,0.109424678169899,-0.172530669676907
"ineffective",-0.121685847971921,0,0.20976829450703,-0.108026363117953,0.398713582268736,-0.185524550680144
"physsens",0.198661178032544,0.20976829450703,0,0.238439952802434,-0.00460854280076906,0.333924077652313
"urge_restrict",-0.315361162792328,-0.108026363117953,0.238439952802434,0,0.12984354637021,-0.0213351815444443
"worthless",0.109424678169899,0.398713582268736,-0.00460854280076906,0.12984354637021,0,0.0737581270115195
"ridthoughts",-0.172530669676907,-0.185524550680144,0.333924077652313,-0.0213351815444443,0.0737581270115195,0
