"","sleep","urge_restrict","wtshdiss","overvalwtsh","feelfat","bodycheck"
"sleep",0,-0.0253117977611173,0.0161623195423018,-0.0204919705510366,-0.0234111882006933,0.0413246865389591
"urge_restrict",-0.0253117977611173,0,0.250933175044381,0.0149010757256402,-0.0356899070962304,0.113489506893796
"wtshdiss",0.0161623195423018,0.250933175044381,0,0.288976372885698,0.511647749325415,0.0539053271501621
"overvalwtsh",-0.0204919705510366,0.0149010757256402,0.288976372885698,0,0.0827772331676112,0.267317372549422
"feelfat",-0.0234111882006933,-0.0356899070962304,0.511647749325415,0.0827772331676112,0,0.135818257247049
"bodycheck",0.0413246865389591,0.113489506893796,0.0539053271501621,0.267317372549422,0.135818257247049,0
