"","shame","guilty","mistakes","agitated","badperson","tired"
"shame",0,0.649963829785883,-0.00201680817745668,0.152245872555364,0.0698065249948519,0.0326180296849351
"guilty",0.649963829785883,0,-0.101481644721153,-0.132840901339579,-0.195483943382559,0.0647170137839774
"mistakes",-0.00201680817745668,-0.101481644721153,0,0.149667750343846,0.122704413662957,0.0397607486121374
"agitated",0.152245872555364,-0.132840901339579,0.149667750343846,0,-0.0938719549450997,0.330396350821519
"badperson",0.0698065249948519,-0.195483943382559,0.122704413662957,-0.0938719549450997,0,0.121885105880924
"tired",0.0326180296849351,0.0647170137839774,0.0397607486121374,0.330396350821519,0.121885105880924,0
