"","skipmeal","sleep","food_intrus","tired","urge_restrict","restrict"
"skipmeal",0.154448741866759,-0.0555200836977073,-0.0786717390649588,-0.206585742276246,-0.08800846322302,-0.0966011794911902
"sleep",0.0333553900499597,0.698853605978946,-0.00797063947046889,0.0660483880293842,0.0306391294921475,0.000495350847075369
"food_intrus",-0.047106307631972,0.0238022356350875,0.213131503532127,0.168379015918451,-0.151264132540777,-0.0171720504086352
"tired",-0.122626948157574,0.055278720087196,0.0858130068097099,0.116004716026038,0.00293984767671234,0.0887174387116237
"urge_restrict",-0.0216562134978729,-0.229751281512012,0.0294064213952535,0.093688811752725,0.0985177002309674,0.254808492175659
"restrict",0.210100688809893,0.164889582150822,0.191087034080731,-0.215778174957765,0.157474081504233,0.142400336326594
