"graph","type","node","measure","value"
"graph 1","PCC","highstand","Strength",-0.39816076054518
"graph 1","PCC","reject","Strength",-1.00537294429964
"graph 1","PCC","scared","Strength",-0.658132239054581
"graph 1","PCC","eat_worry","Strength",0.56800047435607
"graph 1","PCC","feelfat","Strength",-0.242968356667313
"graph 1","PCC","iuc","Strength",1.73663382621064
"graph 1","PDC","highstand","InStrength",-1.16163284014192
"graph 1","PDC","reject","InStrength",-0.467121551445418
"graph 1","PDC","scared","InStrength",-0.134541755470263
"graph 1","PDC","eat_worry","InStrength",1.82518643098136
"graph 1","PDC","feelfat","InStrength",-0.232296086153157
"graph 1","PDC","iuc","InStrength",0.170405802229401
"graph 1","PDC","highstand","OutStrength",-1.0770305541733
"graph 1","PDC","reject","OutStrength",-0.0564519266318795
"graph 1","PDC","scared","OutStrength",1.55038963321667
"graph 1","PDC","eat_worry","OutStrength",0.679859127799618
"graph 1","PDC","feelfat","OutStrength",-0.978181802396676
"graph 1","PDC","iuc","OutStrength",-0.118584477814434
