"","vomit","binge","hunger_anx","foodrules","fearloc","avoid_food"
"vomit",0.138729280869301,0.127277141963013,-0.152669005931295,-0.0747142558008889,-0.311429838208304,-0.210249651150459
"binge",-0.0480482927813112,-0.0485504353118442,0.120499650662693,0.0239976402183911,0.305819511471318,0.164941517506297
"hunger_anx",0.134764960992972,0.144373838169042,0.0243050028557234,-0.00882670960218573,-0.106071127072315,-0.0831592823124394
"foodrules",-0.19523900854542,-0.187018660950823,0.202288215848372,0.195293717309587,0.0761013465656789,0.151546616898973
"fearloc",-0.0901134042574341,-0.0712616488856845,0.144685662135724,0.122222591560821,0.209609194372311,0.214716069078167
"avoid_food",-0.0286079587719882,-0.0314818874267684,0.12829850191807,0.0440974701422066,0.142148833824439,0.106771662678201
