"","ridthoughts","intrus_thought","compulsion","urge_restrict","shame","badperson"
"ridthoughts",0.220112697260132,0.0627048540550699,-0.0156921905767394,-0.0161829375838497,0.197710844616457,0.0781263429801483
"intrus_thought",0.0045375082341695,-0.0605693790148116,-0.0015703534792163,-0.0130320565154066,0.00416082076151941,-0.0331347533008244
"compulsion",0.104866711536402,0.11709593682696,0.00374195608004739,-0.192400557512793,-0.0200239815465748,-0.0368338474557359
"urge_restrict",-0.0222751168819507,0.166458151565356,-0.00479200105727387,0.275944341906544,0.181328172396355,-0.0851696077808901
"shame",-0.0363962581192988,-0.0906103139313263,-0.04690622853132,-0.00796889513927811,0.0825003122588231,0.324039326239895
"badperson",-0.153124108581499,0.0727635065922731,0.0782307573159585,0.138548849702224,0.270090055197703,0.287301866476013
