"","shame","guilty","mistakes","agitated","badperson","tired"
"shame",0.105812586143866,0.0801902193480105,0.162974421677782,-0.03006293935533,0.256527195992605,-0.0555728996894949
"guilty",0.24916076112373,0.257675818311888,0.00382021468159895,0.00743199075955543,-0.0862968972773014,-0.0634526798997885
"mistakes",0.000337839469940954,0.0384655925870972,-0.0380568579823791,0.0964608644203968,-0.0354348812974665,0.159130928014388
"agitated",-0.133106366954618,-0.0374022700666168,0.0911451770920329,0.0532023515835892,-0.0298872238036366,0.114024136556136
"badperson",0.1630825028718,0.0844667540406745,0.130225908746823,-0.269796988721631,0.190633465860254,0.0759019176399232
"tired",-0.109723411313833,-0.143215492280304,-0.177780009661539,0.168784069618137,0.0871433602219416,-0.0495987154549612
