"graph","type","node","measure","value"
"graph 1","PCC","feelfat","Strength",0.0251057359113505
"graph 1","PCC","bodydiss","Strength",0.669799827304493
"graph 1","PCC","wtshdiss","Strength",-0.228485430849488
"graph 1","PCC","overvalwtsh","Strength",1.31004661297818
"graph 1","PCC","fowg","Strength",-1.66424662140699
"graph 1","PCC","restrict","Strength",-0.112220123937538
"graph 1","PDC","feelfat","InStrength",-0.02155214391358
"graph 1","PDC","bodydiss","InStrength",0.595790225563476
"graph 1","PDC","wtshdiss","InStrength",0.380478222541853
"graph 1","PDC","overvalwtsh","InStrength",-1.72891946981521
"graph 1","PDC","fowg","InStrength",-0.391020525359717
"graph 1","PDC","restrict","InStrength",1.16522369098318
"graph 1","PDC","feelfat","OutStrength",0.222931110034361
"graph 1","PDC","bodydiss","OutStrength",-0.416828470758833
"graph 1","PDC","wtshdiss","OutStrength",-1.30923173430418
"graph 1","PDC","overvalwtsh","OutStrength",1.73200644478385
"graph 1","PDC","fowg","OutStrength",-0.249400274316622
"graph 1","PDC","restrict","OutStrength",0.0205229245614222
