"","skipmeal","mistakes","sleep","guilty","heartrace","shame"
"skipmeal",0.417439979935423,-0.0903000979979151,-0.205851630478768,-0.0541520431251074,0.15011645288447,-0.0449269095506376
"mistakes",-0.00833470113679636,0.556367102029934,0.0340756343707325,-0.0180734045886705,0.0386051039731185,0.0731448605418316
"sleep",-0.0102411594597306,-0.010038966217738,0.70081004739216,0.00672511857643794,0.00466900687586297,0.00954502029103113
"guilty",0.132694541470328,0.0257428708665423,0.0112054743413871,0.131770071702302,-0.0452543915824839,0.0685856173687793
"heartrace",0.0442786339399659,-0.120194998504786,-0.0482904795144622,0.107225023265756,0.358810606991495,0.0731695795210688
"shame",-0.172546276447702,0.0502067479470278,-0.0491656453541151,0.241589838203602,0.0439203653874056,0.342913474469394
