"","shame","feelfat","guilty","wtshdiss","bodydiss","ineffective"
"shame",-0.329091515925407,-0.170409535681679,-0.0825238326302914,-0.262746889316246,-0.125002563760828,-0.0661307040716192
"feelfat",0.155570564900339,0.308242730447188,0.134194651468383,0.10459832129602,0.260665007740934,0.0636462564953136
"guilty",0.333777668996897,0.252646333289316,0.166914589117373,0.418105937336174,0.181845590015814,0.126900966373039
"wtshdiss",-0.164167882478296,0.0638170735240097,-0.115012264227562,-0.0207387014699573,-0.0188978973818377,0.0286001367881486
"bodydiss",0.28972851250275,0.146285879659664,0.160981224919956,0.253978542902174,0.0975074803400015,0.024285802616613
"ineffective",0.212598808475735,-0.183783039588133,0.0429886495619607,-0.144817133335284,-0.0652586945758757,0.00230042455603662
