"graph","type","node","measure","value"
"graph 1","PCC","sleep","Strength",-1.1668274077588
"graph 1","PCC","fowg","Strength",0.68760590278616
"graph 1","PCC","feelfat","Strength",0.265823370016774
"graph 1","PCC","wtshdiss","Strength",1.12597831767665
"graph 1","PCC","bodydiss","Strength",0.383597220153525
"graph 1","PCC","bodycheck","Strength",-1.29617740287431
"graph 1","PDC","sleep","InStrength",0.213835360475518
"graph 1","PDC","fowg","InStrength",1.48222072001688
"graph 1","PDC","feelfat","InStrength",-0.390721794845948
"graph 1","PDC","wtshdiss","InStrength",0.702627596703575
"graph 1","PDC","bodydiss","InStrength",-0.786045566969103
"graph 1","PDC","bodycheck","InStrength",-1.22191631538092
"graph 1","PDC","sleep","OutStrength",-1.2098722437646
"graph 1","PDC","fowg","OutStrength",-0.897453449827049
"graph 1","PDC","feelfat","OutStrength",0.482058332448077
"graph 1","PDC","wtshdiss","OutStrength",0.0262723418798443
"graph 1","PDC","bodydiss","OutStrength",1.58030588929872
"graph 1","PDC","bodycheck","OutStrength",0.0186891299650058
