"graph","type","node","measure","value"
"graph 1","PCC","physsens_eat","Strength",0.351284515999778
"graph 1","PCC","smallportion","Strength",1.17638070873416
"graph 1","PCC","avoid_food","Strength",-1.28584481480479
"graph 1","PCC","impulse","Strength",-1.07191576320862
"graph 1","PCC","urge_restrict","Strength",-0.000763685634877171
"graph 1","PCC","binge","Strength",0.830859038914353
"graph 1","PDC","physsens_eat","InStrength",1.5966097242577
"graph 1","PDC","smallportion","InStrength",-0.666347608768122
"graph 1","PDC","avoid_food","InStrength",-1.26582043752171
"graph 1","PDC","impulse","InStrength",0.595441423383311
"graph 1","PDC","urge_restrict","InStrength",-0.0399505211714723
"graph 1","PDC","binge","InStrength",-0.2199325801797
"graph 1","PDC","physsens_eat","OutStrength",0.0967216243723653
"graph 1","PDC","smallportion","OutStrength",1.49277520143615
"graph 1","PDC","avoid_food","OutStrength",0.599613089122753
"graph 1","PDC","impulse","OutStrength",-0.760307129485472
"graph 1","PDC","urge_restrict","OutStrength",-1.34840677034735
"graph 1","PDC","binge","OutStrength",-0.0803960150984449
