"","eat_public","sens_body","hunger_anx","urge_restrict","food_intrus","sleep"
"eat_public",0,-0.167459573114942,0.235196242919163,-0.197551546139517,0.0671091936430781,-0.00496080668231094
"sens_body",-0.167459573114942,0,0.154570294022168,0.0570748592493136,-0.0203119953767373,-0.0802120073195322
"hunger_anx",0.235196242919163,0.154570294022168,0,-0.166160104757189,0.245478246869399,0.0800520770332858
"urge_restrict",-0.197551546139517,0.0570748592493136,-0.166160104757189,0,0.208299318114379,-0.0333659650159558
"food_intrus",0.0671091936430781,-0.0203119953767373,0.245478246869399,0.208299318114379,0,-0.0149882396453695
"sleep",-0.00496080668231094,-0.0802120073195322,0.0800520770332858,-0.0333659650159558,-0.0149882396453695,0
