"","iuc","highstand","sens_body","mistakes","stress","avoid_emo"
"iuc",0,0.229915058836071,0.256054751241395,0.512978746545822,0.0870121623291052,-0.126967589634019
"highstand",0.229915058836071,0,0.0378997379485202,0.324275499224223,-0.411813759632691,0.22965786129379
"sens_body",0.256054751241395,0.0378997379485202,0,0.0645043591093371,-0.12610335524984,-0.01801200828433
"mistakes",0.512978746545822,0.324275499224223,0.0645043591093371,0,0.398996432334531,-0.133326465598078
"stress",0.0870121623291052,-0.411813759632691,-0.12610335524984,0.398996432334531,0,0.29026200785139
"avoid_emo",-0.126967589634019,0.22965786129379,-0.01801200828433,-0.133326465598078,0.29026200785139,0
