"","saa","rumination","eat_public","restrict","vomit","thought_death"
"saa",0.371559227658115,0.117435573830893,0.0948257890301559,0.168682078799005,-0.0132683639646163,0.0908749245541188
"rumination",0.0477734223299343,0.681182463746027,0.0161407183909242,0.0482354076740303,-0.0273733109513696,0.114263875035235
"eat_public",-0.0575934762668396,0.0795074993383225,0.0938233937090848,-0.0145426906597338,-0.153875286260325,0.242920228844566
"restrict",-0.0466071749586658,0.0172514216834094,0.228969239878714,0.440046687157149,-0.133509444330775,-0.10258788029451
"vomit",0.204637542406614,-0.183137745280247,0.202919714429833,-0.401421719495646,0.248027794787755,-0.123647707011771
"thought_death",0.0153774226773733,-0.060519662189087,-0.0639199042810142,-0.12421369089707,0.0527430017685256,0.121911338876406
