"","tired","urge_restrict","agitated","stress","physsens_eat","relax"
"tired",0.339258056931141,-0.12544546375069,-0.0475096215296448,-0.0215904592741945,-0.178956238043577,-0.161956116130354
"urge_restrict",-0.0197481305891632,0.12684769505613,-0.241264720281505,-0.0312758252048351,-0.0760093073034716,-0.166270030003984
"agitated",-0.0363327095358569,0.102092578567088,0.17660083490214,0.125139904591344,0.0979077434369985,0.0500392768931763
"stress",0.0262338581546237,0.0149540734713734,-0.0351369631560985,0.126443648635153,0.138518378265824,-0.050261501358011
"physsens_eat",0.105431777200929,-0.0294449065738088,0.105504826394341,0.0546121504574601,0.133919997309144,0.124896304280135
"relax",-0.10714984179061,-0.161118203720679,0.0129479313759132,-0.1423314080141,-0.102155835223923,-0.00290542636774991
