"","sens_body","fowg","bodydiss","feelfat","highstand","wtshdiss"
"sens_body",0,0.136959666420869,0.468185027166739,0.00852965364466095,-0.127911410561044,-0.208062539719639
"fowg",0.136959666420869,0,-0.268604164800253,0.110276714217956,0.247456652436513,0.261868872834962
"bodydiss",0.468185027166739,-0.268604164800253,0,0.123140327112398,0.290956924582892,0.320537982093722
"feelfat",0.00852965364466095,0.110276714217956,0.123140327112398,0,0.108869127648491,0.21565259010073
"highstand",-0.127911410561044,0.247456652436513,0.290956924582892,0.108869127648491,0,0.101636197651245
"wtshdiss",-0.208062539719639,0.261868872834962,0.320537982093722,0.21565259010073,0.101636197651245,0
