"","eat_anx","physsens_eat","eat_public","binge","skipmeal","rumination"
"eat_anx",0,0.316052353534809,-0.181241300287711,0.394786915448392,-0.350239808938117,0.0800078028531302
"physsens_eat",0.316052353534809,0,0.14457049639412,0.0270374095944647,0.000260904415166408,0.21686775241418
"eat_public",-0.181241300287711,0.14457049639412,0,0.21732904680507,-0.0428041891622387,0.0417741121900772
"binge",0.394786915448392,0.0270374095944647,0.21732904680507,0,-0.183879733556042,0.0847467229987731
"skipmeal",-0.350239808938117,0.000260904415166408,-0.0428041891622387,-0.183879733556042,0,-0.0309777722669456
"rumination",0.0800078028531302,0.21686775241418,0.0417741121900772,0.0847467229987731,-0.0309777722669456,0
