"","smallportion","foodrules","restrict","exercise","bodydiss","feelfat"
"smallportion",0.094064617619953,0.158369435805901,0.00835876482593055,0.123140848777248,-0.0330376501073676,0.0181782532781024
"foodrules",0.0602028312299733,0.135319067947666,0.0553247715893753,-0.192009672200606,-0.206142852101225,-0.163716666903511
"restrict",0.012126358599308,0.0588034951445999,0.160567457908737,0.094197198722931,0.070659873882862,0.104409732136882
"exercise",0.225758236426136,0.0232050536939572,0.110837594500606,0.274071797986235,0.196947755987517,0.243318594949636
"bodydiss",-0.0302269328718146,0.0791903290836494,0.152303551517897,-0.122245022213823,0.162552202973805,-0.0126661554186479
"feelfat",0.0473379309912657,-0.0578762760554112,-0.105560661915418,0.275819570649513,0.287365523765786,0.44363519354232
