"","physsens_eat","smallportion","avoid_food","impulse","urge_restrict","binge"
"physsens_eat",0.274786263680205,-0.0329665713202152,-0.186417529053844,-0.141790382108534,0.0467910824967459,-0.163431446494685
"smallportion",0.273870500959561,0.20339270070348,-0.0568096402451223,0.17012415257195,0.0534100718201502,0.201099693700713
"avoid_food",-0.080953261179953,-0.153122526926831,0.327098071866596,-0.0720715051629458,-0.258478987439922,0.0730219943921203
"impulse",-0.203595399002083,-0.128201015433583,0.0417201815549854,0.164376553661728,-0.0301518607606936,0.0548230037474249
"urge_restrict",-0.147984419656527,0.0242692830849641,-0.0332315167039223,0.137967611019417,-0.101659482029396,0.0375619833275504
"binge",0.0607214626292784,0.13309007056618,0.0751971048013718,0.114448300196749,0.164606474982989,0.17277981931093
