"","sleep","fowg","feelfat","wtshdiss","bodydiss","bodycheck"
"sleep",0.682359853646609,-0.000289482003122849,-0.000135517408127472,0.0001256466265547,9.54146088570641e-05,0.00101729878399267
"fowg",-0.0126180552968344,0.37074336516513,0.0574575106859551,0.00464828277629113,0.00916126938628699,0.0261653790166552
"feelfat",0.0898034116667183,0.148917324558205,0.223180568226919,0.109944556459893,0.176713273929658,0.0632645646942232
"wtshdiss",0.100269128306343,-0.174527612843575,-0.0833389280484555,0.0818796796567388,0.0088844248332294,-0.063497662317668
"bodydiss",-0.224317660133318,0.191762748032795,0.187323000542129,0.327179563446201,0.194483226375996,0.0390740786667409
"bodycheck",0.0343620885636975,0.18294267996718,-0.0201197085369805,-0.110830754336833,-0.0796316888674639,0.408988624471483
