"","vomit","binge","hunger_anx","foodrules","fearloc","avoid_food"
"vomit",0,0.963334733737272,-0.1665228202889,0.15568222787675,0.00320754144714853,0.0855084170585768
"binge",0.963334733737272,0,0.0649376549533564,-0.139891693438347,-0.0361954417715218,-0.0184962834039004
"hunger_anx",-0.1665228202889,0.0649376549533564,0,0.426922374696338,0.220949043664594,0.42534130608252
"foodrules",0.15568222787675,-0.139891693438347,0.426922374696338,0,0.0773291409938359,-0.0216274675242518
"fearloc",0.00320754144714853,-0.0361954417715218,0.220949043664594,0.0773291409938359,0,0.0629477933783165
"avoid_food",0.0855084170585768,-0.0184962834039004,0.42534130608252,-0.0216274675242518,0.0629477933783165,0
