"","eat_public","sens_body","hunger_anx","urge_restrict","food_intrus","sleep"
"eat_public",0.373886427075957,0.0626667234688101,0.113940180039708,0.326347710113384,-0.0358147897578278,-0.120777293583366
"sens_body",0.0566937645030781,0.291233417535048,0.334218295661719,-0.127962511182696,-0.0676922739854373,-0.00535766660033575
"hunger_anx",0.0103410323486738,0.0395882305681166,0.205587469760256,-0.192183939538269,-0.208741983749275,0.0890989631420193
"urge_restrict",-0.139392288985746,-0.117839560984809,-0.228431576687007,0.209748268617264,-0.163383930196564,0.13346651862071
"food_intrus",0.0670679644909693,0.0910733866461299,-0.0662160720196449,0.258220321540852,0.147603475437403,0.0408667067559303
"sleep",-0.000529595729284307,0.000365956861025757,-0.00116135712685103,-0.000490427718679226,-0.000512385882497531,0.704392844100649
