"graph","type","node","measure","value"
"graph 1","PCC","feelfat","Strength",-0.465804227442703
"graph 1","PCC","bodydiss","Strength",0.606717017856822
"graph 1","PCC","wtshdiss","Strength",-0.298222375449366
"graph 1","PCC","overvalwtsh","Strength",1.31240121193904
"graph 1","PCC","fowg","Strength",-1.56153489427294
"graph 1","PCC","restrict","Strength",0.406443267369153
"graph 1","PDC","feelfat","InStrength",-0.0509090944885373
"graph 1","PDC","bodydiss","InStrength",0.913295387483264
"graph 1","PDC","wtshdiss","InStrength",0.230388532892911
"graph 1","PDC","overvalwtsh","InStrength",-1.52751409574046
"graph 1","PDC","fowg","InStrength",-0.699806055481307
"graph 1","PDC","restrict","InStrength",1.13454532533412
"graph 1","PDC","feelfat","OutStrength",-0.129027076039023
"graph 1","PDC","bodydiss","OutStrength",-0.410267759342447
"graph 1","PDC","wtshdiss","OutStrength",-0.977372249749248
"graph 1","PDC","overvalwtsh","OutStrength",1.9322992196719
"graph 1","PDC","fowg","OutStrength",-0.348565054366015
"graph 1","PDC","restrict","OutStrength",-0.0670670801751672
