"graph","type","node","measure","value"
"graph 1","PCC","ridthoughts","Strength",0.429309762855349
"graph 1","PCC","intrus_thought","Strength",1.35279412328822
"graph 1","PCC","compulsion","Strength",0.790918436321332
"graph 1","PCC","urge_restrict","Strength",-0.975667109180865
"graph 1","PCC","feelfat","Strength",-1.05596253426194
"graph 1","PCC","anxiety","Strength",-0.541392679022095
"graph 1","PDC","ridthoughts","InStrength",0.156117844791105
"graph 1","PDC","intrus_thought","InStrength",0.144218421831309
"graph 1","PDC","compulsion","InStrength",-1.15935637542815
"graph 1","PDC","urge_restrict","InStrength",0.128672239314217
"graph 1","PDC","feelfat","InStrength",-0.924682745217333
"graph 1","PDC","anxiety","InStrength",1.65503061470885
"graph 1","PDC","ridthoughts","OutStrength",-1.02859360672319
"graph 1","PDC","intrus_thought","OutStrength",-1.06681728834579
"graph 1","PDC","compulsion","OutStrength",0.0490091249117258
"graph 1","PDC","urge_restrict","OutStrength",-0.222791199505022
"graph 1","PDC","feelfat","OutStrength",1.43228750401955
"graph 1","PDC","anxiety","OutStrength",0.836905465642728
