"","highstand","reject","scared","eat_worry","feelfat","eat_anx"
"highstand",0.360430856457104,0.0470516889061753,0.0826840441223028,0.0269914667207929,0.138912849764264,0.14923232406135
"reject",0.0986804065680956,0.278315438147279,0.101234839623812,-0.18581972791126,-0.15133956436052,-0.108215387990263
"scared",0.116606335433894,-0.125147316513651,0.0763749419594442,0.26262719664582,-0.184048075710263,-0.179042967891489
"eat_worry",0.0206289740934918,-0.101676814942796,0.196964504649115,0.324171409380956,-0.088555043850909,0.0997985791210518
"feelfat",-0.0327955532880069,0.0273387612822452,0.0882789165769582,-0.0245649965877023,0.38414103026921,0.0093604925174648
"eat_anx",0.101315464108523,-0.123585178231396,-0.0159830253879135,0.116390507006891,0.164180462161565,0.241843677255079
