"","shame","guilty","feelfat","wtshdiss","ineffective","bodydiss"
"shame",-0.361308231923671,-0.129429825410227,-0.263460030554872,-0.364813991442273,-0.0527770634766845,-0.241301583446713
"guilty",0.339952142496367,0.200106501802856,0.323105441632956,0.488312774296685,0.138489068778362,0.293346123224381
"feelfat",0.102111745910121,0.143948017255962,0.369565288389256,0.161494790888802,0.0773201717312054,0.351859226789502
"wtshdiss",-0.141239415858913,-0.0289783219857158,0.0477085340112318,-0.0666853238379726,0.0692167026146854,-0.0127554760464632
"ineffective",0.218728595764408,0.101031023111785,-0.122211204934525,-0.156053255927454,0.0762153801263008,-0.0121474838700106
"bodydiss",0.296663194712153,0.0872103250783385,0.106606531432611,0.348421301107287,-0.15273435891649,-0.0408722851378413
