"","eat_public","sens_body","hunger_anx","urge_restrict","food_intrus","sleep"
"eat_public",0,-0.167913874723671,0.291186437243496,-0.152869066648243,0.0201494164851886,0.0364222231060176
"sens_body",-0.167913874723671,0,0.194507261271077,0.0783624936610453,-0.0311035798798923,-0.0358861374911784
"hunger_anx",0.291186437243496,0.194507261271077,0,-0.222943964926892,0.306210216524059,0.0961050210206862
"urge_restrict",-0.152869066648243,0.0783624936610453,-0.222943964926892,0,0.209899854361375,0.0691219755823083
"food_intrus",0.0201494164851886,-0.0311035798798923,0.306210216524059,0.209899854361375,0,-0.0318958163351061
"sleep",0.0364222231060176,-0.0358861374911784,0.0961050210206862,0.0691219755823083,-0.0318958163351061,0
