"","physsens_eat","physsens","worryoverwhelm","guilty","bodycheck","heartrace"
"physsens_eat",0,0.219004555427125,0.189091789438283,-0.0815944889102191,-0.286872750813119,-0.27535945790798
"physsens",0.219004555427125,0,0.0706153959952073,0.520218431473985,0.538412846445613,-0.099884136589025
"worryoverwhelm",0.189091789438283,0.0706153959952073,0,-0.0115380726554003,0.162855709715367,0.450217581641981
"guilty",-0.0815944889102191,0.520218431473985,-0.0115380726554003,0,-0.533478122114858,-0.016787368051235
"bodycheck",-0.286872750813119,0.538412846445613,0.162855709715367,-0.533478122114858,0,-0.217649937043108
"heartrace",-0.27535945790798,-0.099884136589025,0.450217581641981,-0.016787368051235,-0.217649937043108,0
