"","bodycheck","skipmeal","stress","restrict","agitated","sleep"
"bodycheck",0,-0.158590825049412,0.01517439564508,0.433681632759207,-0.0687320738255811,0.15991483514944
"skipmeal",-0.158590825049412,0,-0.305987698703204,0.596499324531053,0.170394391405417,-0.136553068089478
"stress",0.01517439564508,-0.305987698703204,0,0.0735582289784185,0.832094223615158,-0.0141054144109148
"restrict",0.433681632759207,0.596499324531053,0.0735582289784185,0,0.0359608301658153,0.00101133651306947
"agitated",-0.0687320738255811,0.170394391405417,0.832094223615158,0.0359608301658153,0,0.0405417861991305
"sleep",0.15991483514944,-0.136553068089478,-0.0141054144109148,0.00101133651306947,0.0405417861991305,0
