"","iuc","highstand","sens_body","mistakes","stress","avoid_emo"
"iuc",0.125341496309118,0.112379362482802,0.0741705070159359,0.0821322299019733,-0.00905903472774386,-0.0659812775272729
"highstand",0.0453935549586822,-0.078639580827233,0.0131900693822978,0.0483629882000951,-0.0891610211151102,-0.176649942848917
"sens_body",0.0468017892419282,0.114379751895184,0.197335706380146,0.0913749716329719,-0.061755653534218,0.0794082372699917
"mistakes",-0.0131293304760374,-0.002952307949779,0.0203319235856877,0.0123203740283805,0.228219266185895,0.164486193965577
"stress",0.0533375625132884,-0.125045111341411,0.0773447753400583,0.0118293344118907,0.154123413709629,0.011363682785862
"avoid_emo",-0.0356955896444753,0.324765478214983,0.126117145780838,-0.0464628532420872,0.00325982236251075,0.313173146075574
