"","urge_restrict","physsens_eat","exercise","physsens","sens_body","highstand"
"urge_restrict",0,0.232903108912656,0.307790951831341,-0.0347666478867934,0.196604830607412,0.172395340916315
"physsens_eat",0.232903108912656,0,0.117012378819814,-0.00963468970282202,-0.0237174319377242,-0.127449481082546
"exercise",0.307790951831341,0.117012378819814,0,0.169359866820513,-0.0598091299656607,-0.150081503269975
"physsens",-0.0347666478867934,-0.00963468970282202,0.169359866820513,0,0.696749040178921,0.0716599246970791
"sens_body",0.196604830607412,-0.0237174319377242,-0.0598091299656607,0.696749040178921,0,-0.0775929725378635
"highstand",0.172395340916315,-0.127449481082546,-0.150081503269975,0.0716599246970791,-0.0775929725378635,0
