"","shame","guilty","mistakes","agitated","badperson","tired"
"shame",0.067934920535691,0.0464585638850667,0.147200687857021,-0.0126626167175755,0.290986964002765,-0.0573579283835667
"guilty",0.281604580374107,0.251512273249505,-0.00664876365579542,0.00516357618807204,-0.118330228751183,-0.0107308434234383
"mistakes",-0.0323397694940607,0.0130157454691698,-0.0468581438807894,0.121887616750759,-0.0113593228644698,0.23853668004315
"agitated",-0.140062396325578,-0.0296637311314651,0.0903201928328798,0.0655824441656679,-0.0225698012927804,0.139909847692234
"badperson",0.239251088638243,0.115529525735537,0.132899268715309,-0.278527808000652,0.201807798059393,0.144125639207017
"tired",-0.0493599009615284,-0.0708347689208203,-0.138617978341301,0.157851309727844,0.106672891108098,-0.111369522822337
