"","tired","sleep","highstand","relax","anxiety","urge_restrict"
"tired",0.184232232293678,0.197828090388006,0.255914531786358,0.0192881505673599,-0.141559720525148,0.194375216861388
"sleep",-0.000999397261336197,0.686541541186592,-0.000240768778423781,-0.00032175374043245,0.00141054114651518,0.000471080841526227
"highstand",0.29318250078026,-0.175971533331658,0.405374345966307,0.0738347992592384,-0.0811301911168287,-0.0753599760659449
"relax",0.144210138601194,-0.0227697292135007,-0.209492155972189,-0.284667684130268,-0.016654019136191,-0.348128061255766
"anxiety",0.00870568810120798,-0.141848315408534,0.156641840742289,0.355905186045134,0.385154291764216,0.187504103199802
"urge_restrict",0.13513742541164,0.0612560540838936,-0.27531880910519,0.100105550398957,0.143105996311584,0.187301512943622
