"graph","type","node","measure","value"
"graph 1","PCC","eat_anx","Strength",0.0587544918268564
"graph 1","PCC","eat_public","Strength",-0.818542496552412
"graph 1","PCC","binge","Strength",1.20811510391954
"graph 1","PCC","physsens_eat","Strength",0.867242288222819
"graph 1","PCC","avoid_sit","Strength",-1.44820337822735
"graph 1","PCC","skipmeal","Strength",0.132633990810542
"graph 1","PDC","eat_anx","InStrength",-1.05072639940846
"graph 1","PDC","eat_public","InStrength",-0.68725891887188
"graph 1","PDC","binge","InStrength",1.19873897732391
"graph 1","PDC","physsens_eat","InStrength",0.415182532579576
"graph 1","PDC","avoid_sit","InStrength",1.01245329142356
"graph 1","PDC","skipmeal","InStrength",-0.888389483046712
"graph 1","PDC","eat_anx","OutStrength",1.78626232623223
"graph 1","PDC","eat_public","OutStrength",0.201698611289794
"graph 1","PDC","binge","OutStrength",-0.920862549789275
"graph 1","PDC","physsens_eat","OutStrength",0.24468798059302
"graph 1","PDC","avoid_sit","OutStrength",-0.668792613868333
"graph 1","PDC","skipmeal","OutStrength",-0.642993754457435
