"","eat_anx","laxdiur","si","heartrace","binge","hunger_anx"
"eat_anx",0,-0.216336709994774,0.122598522511236,0.156220000734856,0.597645136320967,0.439331867657323
"laxdiur",-0.216336709994774,0,0.0331833086795292,0.167829805832622,0.4897176274228,0.12192302257677
"si",0.122598522511236,0.0331833086795292,0,0.276034673589299,-0.141482665335995,0.18033666553834
"heartrace",0.156220000734856,0.167829805832622,0.276034673589299,0,0.0100159271337087,-0.0150763695513985
"binge",0.597645136320967,0.4897176274228,-0.141482665335995,0.0100159271337087,0,-0.098023703059589
"hunger_anx",0.439331867657323,0.12192302257677,0.18033666553834,-0.0150763695513985,-0.098023703059589,0
