"","feelfat","bodydiss","wtshdiss","overvalwtsh","fowg","restrict"
"feelfat",0,0.2158847881727,0.237604781900601,-0.0250337531636672,-0.0412996436343135,-0.0404899063575021
"bodydiss",0.2158847881727,0,-0.0285448736682762,0.355133016373665,-0.00105110142687645,-0.197731363442475
"wtshdiss",0.237604781900601,-0.0285448736682762,0,0.231330667041395,0.0547426053404922,-0.0452825778634694
"overvalwtsh",-0.0250337531636672,0.355133016373665,0.231330667041395,0,0.0465541618113935,0.296911058103989
"fowg",-0.0412996436343135,-0.00105110142687645,0.0547426053404922,0.0465541618113935,0,0.173482059129017
"restrict",-0.0404899063575021,-0.197731363442475,-0.0452825778634694,0.296911058103989,0.173482059129017,0
