"graph","type","node","measure","value"
"graph 1","PCC","smallportion","Strength",0.117918990875061
"graph 1","PCC","foodrules","Strength",-0.412624965890426
"graph 1","PCC","bodydiss","Strength",1.27521625739164
"graph 1","PCC","restrict","Strength",-0.949510247765302
"graph 1","PCC","exercise","Strength",-1.08498798692336
"graph 1","PCC","feelfat","Strength",1.05398795231239
"graph 1","PDC","smallportion","InStrength",-0.79241132392336
"graph 1","PDC","foodrules","InStrength",-0.475637539923845
"graph 1","PDC","bodydiss","InStrength",1.54867441530291
"graph 1","PDC","restrict","InStrength",-0.775766365608008
"graph 1","PDC","exercise","InStrength",0.962785449140793
"graph 1","PDC","feelfat","InStrength",-0.46764463498849
"graph 1","PDC","smallportion","OutStrength",0.793222513175493
"graph 1","PDC","foodrules","OutStrength",0.969062506568992
"graph 1","PDC","bodydiss","OutStrength",-0.429182261831949
"graph 1","PDC","restrict","OutStrength",-1.56449953846535
"graph 1","PDC","exercise","OutStrength",-0.506028015869889
"graph 1","PDC","feelfat","OutStrength",0.737424796422706
