"","eat_anx","ineffective","physsens","urge_restrict","worthless","ridthoughts"
"eat_anx",0,-0.114125157159802,0.161833046759209,-0.321567292375351,0.102220289829753,-0.176057754218277
"ineffective",-0.114125157159802,0,0.228492145535186,-0.113197910923612,0.391882195086347,-0.198216812693012
"physsens",0.161833046759209,0.228492145535186,0,0.245312396388565,-0.0301225742665623,0.341893756240897
"urge_restrict",-0.321567292375351,-0.113197910923612,0.245312396388565,0,0.140283793725517,-0.0288023606233461
"worthless",0.102220289829753,0.391882195086347,-0.0301225742665623,0.140283793725517,0,0.0839916195454612
"ridthoughts",-0.176057754218277,-0.198216812693012,0.341893756240897,-0.0288023606233461,0.0839916195454612,0
