"","highstand","tired","iuc","physsens","bodycheck","hunger_anx"
"highstand",0.409229039322671,0.175111148179423,0.0498382341070381,0.0364913234854196,-0.0427015213782275,-0.0100161904676315
"tired",-0.157875518429145,0.353282946291463,-0.134899096680253,0.426028546210517,0.162230763710894,0.303938282171964
"iuc",0.435827643338161,-0.146063277845771,0.497771853026838,-0.19775394073343,-0.0580855148808065,0.00138905090981429
"physsens",0.0597338328622635,0.221760648218984,0.112764449291942,-0.0691138635096842,-0.236097667698685,-0.140131547476508
"bodycheck",-0.0026545319531998,-0.0490435179430163,-0.101532581344371,0.358341098365691,0.150982575125328,0.262841959599913
"hunger_anx",0.208160410237919,-0.280937765206649,0.0958912190662415,-0.139664537224011,0.0207075095355188,0.00207026281307328
