"","hunger_anx","avoid_emo","wtshdiss","bodydiss","highstand","eat_anx"
"hunger_anx",0.449370067576594,-0.142076938831198,0.00230552795872079,0.00735782320125951,0.0743211786999538,0.324817103083377
"avoid_emo",0.0640736657875639,0.490259690888449,-0.0503789534129689,0.0464672836902286,0.1243423773855,-0.00329807864162025
"wtshdiss",-0.0257963491340486,0.0493336778746968,0.106282019951058,0.386487733028136,0.0430776729942307,0.116748809082282
"bodydiss",-0.061265320300669,0.0332285125846679,0.0648006442127187,0.180165027135032,-0.0697139315177199,-0.0607028100795444
"highstand",-0.0818105987698143,0.173445604573039,0.0467872902203955,0.287230925934047,0.311725020813999,-0.0029499714164778
"eat_anx",0.198307803069913,-0.132776652129797,0.200618619628296,-0.348362278008847,0.120955279298175,0.0379606524305932
