"","physsens","skipmeal","heartrace","tired","intrus_thought","sad"
"physsens",0.285440397115985,-0.237054257249649,0.0240423206881294,0.032315620192344,0.0792085044652601,-0.0566284311563557
"skipmeal",-0.187134177108794,0.158670680830813,-0.0294824024666304,-0.11075074137535,-0.0867516032394483,-0.091354889220646
"heartrace",0.17475633148296,0.137626430283445,0.463252014515354,0.091344112563586,0.045415927301142,0.0829749619654412
"tired",0.263108829430436,-0.271334580886134,0.0331533671017796,0.287253564793389,0.0383802177362586,-0.0270297281330739
"intrus_thought",0.178581071379481,-0.00107180885348741,0.0605275010389494,0.0848478539034879,-0.159961818244964,0.0875540158559933
"sad",0.0795462421203564,0.156123913187252,0.0543390735870673,0.021997161189242,0.0501229024805425,-0.0290828411185528
