"","sleep","urge_restrict","wtshdiss","overvalwtsh","feelfat","bodycheck"
"sleep",0.689666046325548,9.10140835410858e-05,-0.000468888021566152,-0.000612407508723707,-0.00121354335150657,0.000512397207880999
"urge_restrict",-0.0372396170677615,0.0250550992744324,0.0922100139662306,0.0137180822747513,0.0586856269720089,-0.11621056179847
"wtshdiss",0.168140153901271,0.117778309905326,0.144615608621947,0.178734146750724,0.127830101136028,-0.129916017202302
"overvalwtsh",-0.120944644926996,0.0981424593099434,0.00418535922230964,-0.00739807262815612,0.166550475935839,-0.0539932368307242
"feelfat",0.0276352539881813,-0.0676547813103211,0.00177750538918007,0.0572512253528815,0.00518040699705285,0.0954821788816659
"bodycheck",-0.107461218147462,-0.207410602372883,-0.0391449798993062,0.0306898827157229,-0.0544311852092886,0.194035679783719
