"","bodycheck","skipmeal","stress","restrict","agitated","sleep"
"bodycheck",-0.0649516474594887,0.00712560792206166,-0.0469181335691392,0.0857464593039353,-0.0310476071196697,-0.0677158658187914
"skipmeal",0.0895324360273596,0.10243775290157,0.0250561358275669,0.154264032051599,0.0423869438368641,0.0321530022889311
"stress",0.0708861955436162,0.148044494342051,0.0828714303067344,0.0141108059359726,-0.0906837022355957,-0.0705809529519326
"restrict",-0.101528812094328,0.157911567318814,0.0546157640195116,0.115010778277057,-0.026049266390877,-0.0171209860702601
"agitated",-0.137702023991534,-0.229236121418435,0.131577749213691,-0.139633153378329,0.177574167107549,0.00318891046949838
"sleep",0.00071488129446333,-0.00127313573403062,-0.0003704468878823,-0.000816913318351932,-0.000523468963697619,0.696328031725148
