"","sleep","fowg","feelfat","wtshdiss","bodydiss","bodycheck"
"sleep",0.682678788733269,-0.000167250230299923,-6.94662687175346e-05,0.000242927786073366,0.000147204570245724,0.000977753466295389
"fowg",0.00139694102667897,0.366470670557266,0.0831732162336574,0.0396340920139248,0.0225206127025234,0.0219656165185516
"feelfat",0.0831156394279258,0.124277172238644,0.207612695257847,0.103723287436916,0.169285314171762,0.0500276267269948
"wtshdiss",0.0662876550437583,-0.207685258011791,-0.0883968812791033,0.0895216998970662,0.012286895340777,-0.0776728177372468
"bodydiss",-0.212352174481618,0.236082745648058,0.192741955859156,0.310563752093413,0.186463048822072,0.0623041992960276
"bodycheck",0.0336750346844867,0.171851207762942,-0.0321382814420735,-0.119719857132353,-0.0875802767712059,0.40577495582799
