"","physsens_eat","smallportion","impulse","avoid_food","urge_restrict","binge"
"physsens_eat",0.192712756816515,-0.0552816113287437,-0.100410028432126,-0.244121985455257,0.0599381827036568,-0.12332128889631
"smallportion",0.296645991927595,0.219163384243462,0.195322354951654,-0.0410769243289116,0.0555390360770106,0.225630228590712
"impulse",-0.15431005660159,-0.145135485869644,0.127395104917917,0.131395215142437,-0.069066471948681,0.0888673247790593
"avoid_food",-0.101817161170268,-0.167526735954806,-0.0786551539465791,0.369711370806328,-0.284954482028244,0.0829162143017621
"urge_restrict",-0.195732009215689,0.00697196170330549,0.163209543818939,-0.0493553378649967,-0.116899420745143,0.0326139849486139
"binge",0.0433253017154032,0.155013795764425,0.149693553295573,0.0488084314731533,0.162379173713157,0.126380577042629
