"","skipmeal","sleep","food_intrus","tired","urge_restrict","restrict"
"skipmeal",0,-0.3296285083599,-0.0226241300319988,-0.0234212600017335,-0.0795329508556918,0.370865986681592
"sleep",-0.3296285083599,0,0.0762648599152984,0.124138564917316,-0.0676747675688365,0.166646899955661
"food_intrus",-0.0226241300319988,0.0762648599152984,0,-0.152525903283043,0.177124499293981,0.35206536269484
"tired",-0.0234212600017335,0.124138564917316,-0.152525903283043,0,0.224968457909766,0.172805798958545
"urge_restrict",-0.0795329508556918,-0.0676747675688365,0.177124499293981,0.224968457909766,0,0.388376954682069
"restrict",0.370865986681592,0.166646899955661,0.35206536269484,0.172805798958545,0.388376954682069,0
