"graph","type","node","measure","value"
"graph 1","PCC","eat_anx","Strength",1.45252576160679
"graph 1","PCC","laxdiur","Strength",0.0201327068223617
"graph 1","PCC","si","Strength",-0.763773741666317
"graph 1","PCC","heartrace","Strength",-1.12948352229583
"graph 1","PCC","binge","Strength",0.896677047820006
"graph 1","PCC","hunger_anx","Strength",-0.476078252287015
"graph 1","PDC","eat_anx","InStrength",1.57160482306483
"graph 1","PDC","laxdiur","InStrength",-0.0267334413022475
"graph 1","PDC","si","InStrength",-0.689252502770913
"graph 1","PDC","heartrace","InStrength",-0.859640914423804
"graph 1","PDC","binge","InStrength",0.812962311112794
"graph 1","PDC","hunger_anx","InStrength",-0.808940275680657
"graph 1","PDC","eat_anx","OutStrength",-1.27503375233669
"graph 1","PDC","laxdiur","OutStrength",0.641398626822199
"graph 1","PDC","si","OutStrength",-0.62396939697987
"graph 1","PDC","heartrace","OutStrength",0.740506696045934
"graph 1","PDC","binge","OutStrength",-0.713951388985939
"graph 1","PDC","hunger_anx","OutStrength",1.23104921543437
