"","eat_anx","eat_public","binge","physsens_eat","avoid_sit","skipmeal"
"eat_anx",-0.23365392210218,-0.0847829588135015,-0.358835506089724,-0.181419444995766,0.303519412079678,0.349979975527244
"eat_public",0.22161206668737,0.221558886302768,0.0711641376990921,0.242514578336534,0.27909383325276,0.033308108576273
"binge",-0.0504433144861089,0.0735132349572811,0.0825584682785701,0.238040844819829,-0.157471900626131,0.0229978464318392
"physsens_eat",-0.0408681134842309,0.269458303621628,0.302821522732915,0.0667062800826412,-0.0508057786368955,-0.195427861680173
"avoid_sit",0.137176544490759,0.179028257269701,0.110662476107712,0.161489602972813,-0.189387491672075,-0.0226483463092854
"skipmeal",-0.143473906951541,-0.0557250296659346,-0.176715216792445,-0.048128099985257,0.193977711288692,0.467736741536102
