"","rumination","saa","eat_public","vomit","restrict","hunger_anx"
"rumination",0.674039946993918,0.0316067928641324,0.023987842979357,-0.00230285625872635,0.0295728098832906,-0.0242722939055344
"saa",-0.00621695009467293,0.351448437886303,-0.00184235518337566,-0.042829100587265,0.119670602282816,0.0987525025340021
"eat_public",-0.0122738096289341,-0.0864970072326112,0.109619825430575,-0.177453981713966,-0.0344070204937876,-0.00192493786251837
"vomit",-0.106443943709557,0.284237781363693,0.196875912244168,0.26330546981114,-0.372207085119179,-0.0854959268641444
"restrict",0.110355070276173,0.0785704547712043,0.259326214279534,-0.124373671588652,0.336824850890549,-0.030695038731228
"hunger_anx",0.135930099953451,-0.234789113103715,-0.0684547716434629,0.325716069636768,0.0638071820296109,0.187285683147188
