"","sleep","fowg","feelfat","wtshdiss","bodydiss","bodycheck"
"sleep",0,0.246129139448743,-0.0726141945025355,-0.0501916471241383,0.0820669236101978,-0.199274105219417
"fowg",0.246129139448743,0,0.367247652647398,0.230411776551833,0.0369419203938042,0.145141543578613
"feelfat",-0.0726141945025355,0.367247652647398,0,0.20990132318928,0.195248584201174,-0.106074521933341
"wtshdiss",-0.0501916471241383,0.230411776551833,0.20990132318928,0,0.569121838715995,-0.0768595063917149
"bodydiss",0.0820669236101978,0.0369419203938042,0.195248584201174,0.569121838715995,0,-0.0718755696582544
"bodycheck",-0.199274105219417,0.145141543578613,-0.106074521933341,-0.0768595063917149,-0.0718755696582544,0
