"graph","type","node","measure","value"
"graph 1","PCC","tired","Strength",0.335011912620297
"graph 1","PCC","urge_restrict","Strength",-1.24562653033383
"graph 1","PCC","agitated","Strength",0.396920839729683
"graph 1","PCC","stress","Strength",1.04829573314607
"graph 1","PCC","relax","Strength",0.716775199082915
"graph 1","PCC","physsens_eat","Strength",-1.25137715424514
"graph 1","PDC","tired","InStrength",-1.33441944524378
"graph 1","PDC","urge_restrict","InStrength",-0.802276845094541
"graph 1","PDC","agitated","InStrength",-0.0271554094884891
"graph 1","PDC","stress","InStrength",0.106342205261958
"graph 1","PDC","relax","InStrength",1.50149033245859
"graph 1","PDC","physsens_eat","InStrength",0.556019162106266
"graph 1","PDC","tired","OutStrength",-0.741364935733785
"graph 1","PDC","urge_restrict","OutStrength",1.75865000131778
"graph 1","PDC","agitated","OutStrength",0.0472323572454067
"graph 1","PDC","stress","OutStrength",-0.868031101456302
"graph 1","PDC","relax","OutStrength",0.441440023700205
"graph 1","PDC","physsens_eat","OutStrength",-0.637926345073306
